qName	sName	peri	alilen	numMM	nnGP	qSS	qSE	sSS	sSE	Evalue	bitScore	qlen	coveragePercent
gnl|ECaadb|633|NP_415239.1	gnl|RZaadb|4892	39.44	213	129	0	2	214	20	232	2e-50	161	218	97.7064220183486
gnl|ECaadb|634|NP_415240.1	gnl|RZaadb|4893	39.12	317	177	3	1	302	1	316	6e-69	215	310	97.4193548387097
gnl|ECaadb|635|NP_415241.1	gnl|RZaadb|5051	43.05	223	122	1	3	220	4	226	3e-60	188	244	89.344262295082
gnl|ECaadb|642|NP_415248.1	gnl|RZaadb|560	69.3	430	128	4	1	427	1	429	0	625	427	100
gnl|ECaadb|643|NP_415249.1	gnl|RZaadb|4400	31.75	126	81	3	4	129	3	123	2e-15	65.1	129	97.6744186046512
gnl|ECaadb|645|NP_415251.1	gnl|RZaadb|4402	51.08	558	265	4	8	558	20	576	0	548	588	93.7074829931973
gnl|ECaadb|646|NP_415252.1	gnl|RZaadb|580	51.71	234	107	4	4	236	29	257	4e-86	254	238	97.8991596638655
gnl|ECaadb|647|NP_415254.1	gnl|RZaadb|1548	44.49	989	470	14	12	930	13	992	0	808	933	98.4994640943194
gnl|ECaadb|648|NP_415255.1	gnl|RZaadb|4410	48.1	420	201	2	3	405	2	421	7e-127	370	405	99.5061728395062
gnl|ECaadb|649|NP_415256.1	gnl|RZaadb|4406	51.13	397	184	1	1	387	1	397	1e-112	332	388	99.7422680412371
gnl|ECaadb|650|NP_415257.1	gnl|RZaadb|4408	55.52	299	123	2	1	289	1	299	3e-87	260	289	100
gnl|ECaadb|654|NP_415261.2	gnl|RZaadb|3774	60.79	505	194	2	2	502	3	507	0	632	522	95.9770114942529
gnl|ECaadb|655|NP_415262.1	gnl|RZaadb|3773	47.48	377	197	1	2	377	7	383	2e-115	338	379	99.2084432717678
gnl|ECaadb|657|NP_415264.1	gnl|RZaadb|179	41.86	129	70	3	7	132	18	144	6e-28	98.2	134	94.0298507462687
gnl|ECaadb|658|NP_415265.1	gnl|RZaadb|178	44.29	219	120	2	2	220	11	227	2e-56	177	230	95.2173913043478
gnl|ECaadb|662|NP_415269.1	gnl|RZaadb|1479	51.96	102	49	0	71	172	71	172	7e-29	102	173	58.9595375722543
gnl|ECaadb|663|NP_415270.1	gnl|RZaadb|5025	32.53	83	56	0	166	248	228	310	3e-10	57.4	263	31.5589353612167
gnl|ECaadb|664|NP_415271.1	gnl|RZaadb|4714	36.45	310	177	5	31	339	31	321	4e-50	167	347	89.0489913544669
gnl|ECaadb|666|NP_415273.1	gnl|RZaadb|2906	34.57	269	136	5	17	248	27	292	2e-13	67.4	313	74.1214057507987
gnl|ECaadb|668|NP_415275.1	gnl|RZaadb|5341	61.05	344	134	0	6	349	6	349	2e-152	430	350	98.2857142857143
gnl|ECaadb|669|NP_415276.1	gnl|RZaadb|3464	45.81	227	98	1	6	232	5	206	5e-60	186	250	90.8
gnl|ECaadb|670|NP_415277.1	gnl|RZaadb|4331	34.63	335	196	8	15	343	20	337	4e-59	191	346	95.0867052023121
gnl|ECaadb|673|NP_415280.3	gnl|RZaadb|792	42.42	330	180	4	1	329	1	321	1e-80	246	338	97.3372781065089
gnl|ECaadb|677|NP_415284.1	gnl|RZaadb|878	46.51	258	133	3	3	256	5	261	3e-67	207	257	98.8326848249027
gnl|ECaadb|678|NP_415285.1	gnl|RZaadb|1582	61.16	224	87	0	3	226	4	227	1e-61	190	229	97.8165938864629
gnl|ECaadb|679|NP_415286.1	gnl|RZaadb|5943	41.38	348	196	4	8	350	9	353	1e-72	227	352	97.4431818181818
gnl|ECaadb|693|NP_415300.1	gnl|RZaadb|5353	58.63	672	261	2	7	671	170	831	0	767	673	98.8112927191679
gnl|ECaadb|695|NP_415302.1	gnl|RZaadb|2025	33.13	335	213	7	2	329	18	348	4e-56	183	329	99.6960486322188
gnl|ECaadb|696|NP_415303.1	gnl|RZaadb|3088	54.14	157	72	0	8	164	10	166	3e-57	175	170	92.3529411764706
gnl|ECaadb|697|NP_415304.1	gnl|RZaadb|779	66.67	153	51	0	4	156	8	160	8e-66	196	161	95.0310559006211
gnl|ECaadb|699|NP_415306.1	gnl|RZaadb|5452	45.71	105	55	1	29	133	31	133	7e-27	96.3	150	70
gnl|ECaadb|700|NP_415307.1	gnl|RZaadb|466	45.45	231	106	3	16	234	20	242	2e-53	169	234	93.5897435897436
gnl|ECaadb|706|NP_415313.1	gnl|RZaadb|2502	46.03	365	196	1	4	367	5	369	5e-106	313	368	98.9130434782609
gnl|ECaadb|707|NP_415314.1	gnl|RZaadb|2501	48.51	369	186	4	9	376	9	374	4e-114	335	377	97.6127320954907
gnl|ECaadb|708|NP_415315.4	gnl|RZaadb|2500	56.82	572	243	2	5	576	13	580	0	649	578	98.961937716263
gnl|ECaadb|709|NP_415316.1	gnl|RZaadb|2499	47.62	315	157	1	24	330	20	334	3e-72	224	332	92.4698795180723
gnl|ECaadb|710|NP_415317.4	gnl|RZaadb|2498	30.18	222	143	4	2	214	7	225	2e-21	86.3	223	95.5156950672646
gnl|ECaadb|711|NP_415318.1	gnl|RZaadb|5398	51.04	384	179	4	2	382	19	396	2e-112	340	454	83.920704845815
gnl|ECaadb|722|NP_415329.4	gnl|RZaadb|1889	30.77	325	198	6	421	727	378	693	1e-29	122	741	41.4304993252362
gnl|ECaadb|727|NP_415334.1	gnl|RZaadb|3425	36.13	274	168	4	15	285	28	297	9e-35	125	295	91.864406779661
gnl|ECaadb|739|NP_415347.1	gnl|RZaadb|861	40.56	249	140	3	1	241	18	266	5e-52	167	249	96.7871485943775
gnl|ECaadb|740|NP_415348.1	gnl|RZaadb|1908	37.14	385	231	5	7	385	3	382	1e-71	228	411	92.2141119221411
gnl|ECaadb|742|NP_415350.2	gnl|RZaadb|4662	57.71	603	248	3	9	611	12	607	0	679	623	96.7897271268058
gnl|ECaadb|743|NP_415351.1	gnl|RZaadb|3442	30.27	512	312	14	2	497	11	493	3e-57	196	512	96.875
gnl|ECaadb|750|NP_415358.1	gnl|RZaadb|2364	42.24	348	190	9	24	368	33	372	2e-77	241	371	92.9919137466307
gnl|ECaadb|767|NP_415375.1	gnl|RZaadb|1118	54.23	343	155	2	28	370	25	365	3e-135	388	370	92.7027027027027
gnl|ECaadb|768|NP_415376.4	gnl|RZaadb|3166	54.79	365	163	2	12	375	15	378	1e-139	400	377	96.551724137931
gnl|ECaadb|769|NP_415377.1	gnl|RZaadb|1119	56.25	272	113	2	51	317	32	302	4e-89	266	317	84.2271293375394
gnl|ECaadb|770|NP_415378.1	gnl|RZaadb|3165	57.2	271	110	2	11	281	7	271	2e-83	249	281	96.44128113879
gnl|ECaadb|773|NP_415381.1	gnl|RZaadb|5774	36.73	245	147	3	5	242	21	264	1e-44	148	243	97.9423868312757
gnl|ECaadb|774|NP_415382.1	gnl|RZaadb|355	44	175	94	4	49	221	54	226	8e-40	134	222	77.9279279279279
gnl|ECaadb|775|NP_415383.1	gnl|RZaadb|541	39.73	224	124	2	13	236	55	267	9e-44	145	238	94.1176470588235
gnl|ECaadb|780|NP_415388.1	gnl|RZaadb|5377	38.72	235	122	11	43	270	27	246	5e-35	124	276	82.6086956521739
gnl|ECaadb|784|NP_415392.1	gnl|RZaadb|3884	33.16	588	367	12	1	568	1	582	7e-85	273	572	99.3006993006993
gnl|ECaadb|785|NP_415393.1	gnl|RZaadb|4072	31.52	330	201	7	17	321	32	361	2e-37	134	322	94.7204968944099
gnl|ECaadb|788|NP_415396.1	gnl|RZaadb|472	41.43	210	105	4	3	208	2	197	3e-25	97.4	231	89.1774891774892
gnl|ECaadb|791|NP_415399.4	gnl|RZaadb|1839	31.45	283	189	3	35	314	66	346	3e-32	122	371	75.4716981132076
gnl|ECaadb|794|NP_415402.1	gnl|RZaadb|1267	53.93	89	41	0	17	105	28	116	4e-34	111	106	83.9622641509434
gnl|ECaadb|795|NP_415403.1	gnl|RZaadb|1782	58.16	748	298	4	2	735	4	750	0	884	758	96.8337730870712
gnl|ECaadb|796|NP_415404.1	gnl|RZaadb|13	61.43	70	27	0	1	70	1	70	3e-28	94	72	97.2222222222222
gnl|ECaadb|797|NP_415405.1	gnl|RZaadb|1263	40.22	179	103	3	33	207	11	189	3e-43	142	234	74.7863247863248
gnl|ECaadb|799|NP_415407.1	gnl|RZaadb|3776	37.61	468	273	8	90	543	90	552	2e-65	221	588	77.2108843537415
gnl|ECaadb|800|NP_415408.1	gnl|RZaadb|2356	54.69	320	129	7	5	316	4	315	2e-107	313	321	97.196261682243
gnl|ECaadb|801|NP_415409.1	gnl|RZaadb|4068	45.52	145	79	0	11	155	10	154	3e-45	143	164	88.4146341463415
gnl|ECaadb|802|NP_415410.1	gnl|RZaadb|4362	53.97	478	205	7	860	1325	411	885	2e-151	478	1329	35.0639578630549
gnl|ECaadb|804|NP_415412.1	gnl|RZaadb|2597	49.65	425	200	4	14	436	18	430	7e-135	392	447	94.6308724832215
gnl|ECaadb|805|NP_415413.1	gnl|RZaadb|1744	52.2	431	196	2	1	429	1	423	8e-144	414	430	99.7674418604651
gnl|ECaadb|809|NP_415417.1	gnl|RZaadb|1696	45.29	170	89	3	8	176	11	177	5e-40	134	208	81.25
gnl|ECaadb|813|NP_415421.1	gnl|RZaadb|3410	37.61	109	65	3	5	112	2	108	1e-16	72	196	55.1020408163265
gnl|ECaadb|820|NP_415428.1	gnl|RZaadb|3081	36.51	430	239	14	4	423	7	412	7e-51	174	427	98.3606557377049
gnl|ECaadb|822|NP_415430.1	gnl|RZaadb|3532	41.01	217	113	3	1	216	1	203	5e-36	124	227	95.1541850220264
gnl|ECaadb|823|NP_415431.1	gnl|RZaadb|1034	47.94	559	287	2	3	557	9	567	4e-154	451	557	99.6409335727109
gnl|ECaadb|824|NP_415432.1	gnl|RZaadb|12	49.45	91	46	0	1	91	1	91	4e-29	98.2	94	96.8085106382979
gnl|ECaadb|826|NP_415434.1	gnl|RZaadb|275	36.43	560	344	7	26	579	34	587	6e-93	295	582	95.1890034364261
gnl|ECaadb|827|NP_415435.1	gnl|RZaadb|5952	31.03	261	142	8	52	291	51	294	5e-28	109	328	73.1707317073171
gnl|ECaadb|828|NP_415436.1	gnl|RZaadb|3050	31.7	388	259	5	6	389	5	390	2e-51	175	410	93.6585365853659
gnl|ECaadb|829|NP_415437.1	gnl|RZaadb|950	47.17	53	28	0	1	53	8	60	3e-15	60.5	60	88.3333333333333
gnl|ECaadb|830|NP_415438.1	gnl|RZaadb|3487	43.09	246	123	4	4	244	10	243	2e-46	152	248	97.1774193548387
gnl|ECaadb|837|NP_415445.1	gnl|RZaadb|305	35.33	300	187	5	315	612	137	431	3e-43	158	615	48.4552845528455
gnl|ECaadb|838|NP_415446.1	gnl|RZaadb|5071	39.76	166	89	4	26	182	41	204	2e-30	114	182	86.2637362637363
gnl|ECaadb|839|NP_415447.1	gnl|RZaadb|1409	49.03	206	105	0	5	210	8	213	1e-68	207	215	95.8139534883721
gnl|ECaadb|840|NP_415448.1	gnl|RZaadb|3995	43.65	394	214	2	1	394	1	386	9e-114	335	396	99.4949494949495
gnl|ECaadb|843|NP_415451.1	gnl|RZaadb|278	35.14	407	234	11	7	388	19	420	9e-62	202	400	95.5
gnl|ECaadb|844|NP_415452.1	gnl|RZaadb|2860	45.7	884	458	12	2	869	3	880	0	733	870	99.7701149425287
gnl|ECaadb|846|NP_415454.4	gnl|RZaadb|4919	40.2	199	119	0	22	220	48	246	1e-37	131	263	75.6653992395437
gnl|ECaadb|847|NP_415455.1	gnl|RZaadb|5899	59.49	353	142	1	3	354	7	359	7e-153	434	381	92.3884514435696
gnl|ECaadb|849|NP_415457.1	gnl|RZaadb|4813	40.91	110	60	2	58	166	61	166	7e-18	75.1	191	57.0680628272251
gnl|ECaadb|857|NP_415465.1	gnl|RZaadb|3262	45.48	343	165	5	1	333	1	331	4e-87	264	336	99.1071428571429
gnl|ECaadb|859|NP_415467.1	gnl|RZaadb|2822	36.73	275	155	8	7	268	6	274	1e-39	140	369	71.0027100271003
gnl|ECaadb|861|NP_415469.1	gnl|RZaadb|4332	41.37	510	251	6	3	507	5	471	1e-119	366	635	79.5275590551181
gnl|ECaadb|866|NP_415474.1	gnl|RZaadb|3501	55.56	171	76	0	1	171	1	171	1e-69	206	172	99.4186046511628
gnl|ECaadb|875|NP_415483.2	gnl|RZaadb|276	51.33	113	54	1	12	123	5	117	4e-34	114	152	73.6842105263158
gnl|ECaadb|877|NP_415485.4	gnl|RZaadb|2647	56.15	130	55	1	6	133	11	140	2e-40	129	137	93.4306569343066
gnl|ECaadb|880|NP_415488.1	gnl|RZaadb|2012	42.68	82	46	1	10	91	12	92	2e-14	60.1	92	89.1304347826087
gnl|ECaadb|911|NP_415520.1	gnl|RZaadb|1614	34.81	316	174	9	4	303	3	302	8e-44	149	306	98.0392156862745
gnl|ECaadb|918|NP_415527.4	gnl|RZaadb|5337	36.08	158	99	1	4	159	7	164	2e-33	114	164	95.1219512195122
gnl|ECaadb|923|NP_415532.3	gnl|RZaadb|5207	31.83	355	230	8	20	369	20	367	9e-50	169	382	91.6230366492147
gnl|ECaadb|924|NP_415533.1	gnl|RZaadb|5412	50.82	183	90	0	29	211	38	220	5e-63	192	212	86.3207547169811
gnl|ECaadb|925|NP_415534.1	gnl|RZaadb|4066	57.83	1264	486	12	68	1320	8	1235	0	1347	1320	94.9242424242424
gnl|ECaadb|934|NP_415544.1	gnl|RZaadb|71	41.14	175	101	1	270	442	280	454	2e-32	125	452	38.2743362831858
gnl|ECaadb|938|NP_415551.2	gnl|RZaadb|4048	36.43	280	172	2	33	312	34	307	4e-56	181	312	89.7435897435897
gnl|ECaadb|957|NP_415571.1	gnl|RZaadb|2913	40.67	386	228	1	10	395	16	400	3e-80	251	408	94.6078431372549
gnl|ECaadb|959|NP_415573.1	gnl|RZaadb|5806	35.98	264	156	9	18	276	5	260	6e-39	138	350	74
gnl|ECaadb|966|NP_415580.1	gnl|RZaadb|3295	56.15	317	139	0	6	322	2	318	7e-124	357	348	91.0919540229885
gnl|ECaadb|970|NP_415584.1	gnl|RZaadb|257	32.82	195	130	1	1	194	5	199	2e-32	113	194	100
gnl|ECaadb|973|NP_415587.1	gnl|RZaadb|3343	34.68	444	277	6	1	436	1	439	5e-59	201	511	85.3228962818004
gnl|ECaadb|978|NP_415592.1	gnl|RZaadb|1110	42.97	128	66	4	9	132	10	134	2e-25	91.7	134	92.5373134328358
gnl|ECaadb|980|NP_415594.1	gnl|RZaadb|3187	30.48	433	255	10	6	402	10	432	7e-37	136	402	98.7562189054726
gnl|ECaadb|982|NP_415596.1	gnl|RZaadb|883	49.01	253	128	1	2	253	1	253	4e-78	234	260	96.9230769230769
gnl|ECaadb|984|NP_415598.3	gnl|RZaadb|1113	43.2	375	192	8	1	362	4	370	3e-74	232	365	99.1780821917808
gnl|ECaadb|988|NP_415602.1	gnl|RZaadb|2613	46.75	400	210	3	90	488	271	668	2e-99	333	1061	37.6060320452403
gnl|ECaadb|988|NP_415602.1	gnl|RZaadb|2613	52.63	76	36	0	3	78	4	79	3e-19	90.9	1061	7.16305372290292
gnl|ECaadb|990|NP_415604.1	gnl|RZaadb|1298	32.69	309	193	7	7	304	3	307	8e-45	153	319	93.4169278996865
gnl|ECaadb|993|NP_415607.1	gnl|RZaadb|9	55.36	56	23	2	1	55	1	55	3e-11	50.1	57	96.4912280701754
gnl|ECaadb|994|NP_415608.2	gnl|RZaadb|5442	38.39	310	181	6	4	309	2	305	2e-59	192	356	85.9550561797753
gnl|ECaadb|995|NP_415609.1	gnl|RZaadb|5441	46.69	317	162	2	7	317	8	323	5e-97	287	317	98.1072555205047
gnl|ECaadb|996|NP_415610.1	gnl|RZaadb|2792	45.93	307	163	1	4	307	3	309	5e-65	204	309	98.3818770226537
gnl|ECaadb|997|NP_415611.1	gnl|RZaadb|957	52.46	244	116	0	1	244	2	245	6e-85	250	244	100
gnl|ECaadb|998|NP_415612.1	gnl|RZaadb|15	60.26	78	31	0	1	78	1	78	8e-18	68.2	78	100
gnl|ECaadb|999|NP_415613.1	gnl|RZaadb|657	51.67	418	191	5	4	412	2	417	2e-130	379	413	99.0314769975787
gnl|ECaadb|1001|NP_415615.1	gnl|RZaadb|5456	35.92	309	179	4	36	339	81	375	4e-59	193	340	89.4117647058823
gnl|ECaadb|1002|NP_415616.1	gnl|RZaadb|5329	35.38	212	129	4	5	212	8	215	6e-32	113	213	97.6525821596244
gnl|ECaadb|1004|NP_415618.1	gnl|RZaadb|1895	42.08	259	139	5	2	254	1	254	3e-56	178	265	95.4716981132076
gnl|ECaadb|1007|NP_415621.3	gnl|RZaadb|1783	37.14	105	61	3	3	105	7	108	1e-17	70.9	119	86.5546218487395
gnl|ECaadb|1011|NP_415625.1	gnl|RZaadb|5309	32.22	329	206	10	4	322	7	328	7e-43	149	341	93.5483870967742
gnl|ECaadb|1015|NP_415629.4	gnl|RZaadb|930	30.1	196	135	2	10	204	4	198	5e-21	84.3	210	92.8571428571429
gnl|ECaadb|1018|NP_415632.1	gnl|RZaadb|1851	44.83	716	386	5	431	1146	460	1166	0	604	1148	62.3693379790941
gnl|ECaadb|1018|NP_415632.1	gnl|RZaadb|1851	35.32	201	126	1	64	260	64	264	3e-31	130	1148	17.1602787456446
gnl|ECaadb|1020|NP_415634.1	gnl|RZaadb|5432	31.12	421	261	12	3	399	19	434	2e-40	146	399	99.4987468671679
gnl|ECaadb|1021|NP_415635.4	gnl|RZaadb|70	45.25	221	121	0	4	224	5	225	1e-67	206	233	94.8497854077253
gnl|ECaadb|1023|NP_415637.1	gnl|RZaadb|5810	32.23	301	201	1	1	301	1	298	1e-34	125	303	99.3399339933993
gnl|ECaadb|1031|NP_415645.1	gnl|RZaadb|4615	44.12	408	225	3	2	407	3	409	8e-110	326	408	99.5098039215686
gnl|ECaadb|1034|NP_415648.1	gnl|RZaadb|1178	42.66	218	121	1	1	218	1	214	1e-55	174	223	97.7578475336323
gnl|ECaadb|1037|NP_415651.4	gnl|RZaadb|5784	33.33	360	211	9	22	362	29	378	7e-54	180	368	92.6630434782609
gnl|ECaadb|1057|NP_415676.1	gnl|RZaadb|5813	51.7	147	65	1	2	142	16	162	2e-45	149	184	76.6304347826087
gnl|ECaadb|1071|NP_415693.1	gnl|RZaadb|4691	61.48	270	100	4	1	269	1	267	4e-101	293	270	99.6296296296296
gnl|ECaadb|1072|NP_415694.1	gnl|RZaadb|5733	30.25	238	146	5	6	231	11	240	8e-27	100	231	97.8354978354978
gnl|ECaadb|1076|NP_415698.1	gnl|RZaadb|890	41.21	199	115	2	14	211	25	222	9e-45	147	219	90.4109589041096
gnl|ECaadb|1077|NP_415699.5	gnl|RZaadb|2876	50.68	146	70	1	6	149	1	146	3e-55	168	153	94.1176470588235
gnl|ECaadb|1084|NP_415706.1	gnl|RZaadb|2280	52.5	501	230	5	14	506	12	512	0	517	510	96.6666666666667
gnl|ECaadb|1085|NP_415707.1	gnl|RZaadb|4110	53.9	423	187	3	1	416	1	422	1e-147	424	432	96.2962962962963
gnl|ECaadb|1086|NP_415708.1	gnl|RZaadb|4111	32.11	355	222	9	8	350	24	371	7e-43	150	356	96.3483146067416
gnl|ECaadb|1087|NP_415709.2	gnl|RZaadb|1488	41.39	546	297	12	41	575	39	572	3e-77	254	578	92.560553633218
gnl|ECaadb|1095|NP_415717.1	gnl|RZaadb|5582	35.14	185	105	3	17	193	18	195	1e-28	104	210	84.2857142857143
gnl|ECaadb|1096|NP_415718.6	gnl|RZaadb|5581	42.07	347	175	2	2	346	4	326	8e-83	253	356	96.9101123595506
gnl|ECaadb|1099|NP_415721.1	gnl|RZaadb|947	56.68	367	155	3	1	363	1	367	5e-142	405	363	100
gnl|ECaadb|1100|NP_415722.1	gnl|RZaadb|2378	39.67	184	108	2	5	188	3	183	7e-31	110	194	94.8453608247423
gnl|ECaadb|1103|NP_415725.1	gnl|RZaadb|619	53.85	312	141	3	4	314	1	310	4e-120	345	315	98.7301587301587
gnl|ECaadb|1104|NP_415726.1	gnl|RZaadb|3087	32.81	256	152	7	9	250	18	267	2e-23	94.4	283	85.5123674911661
gnl|ECaadb|1107|NP_415729.1	gnl|RZaadb|4487	55.31	358	151	5	6	359	6	358	1e-127	368	360	98.3333333333333
gnl|ECaadb|1108|NP_415730.1	gnl|RZaadb|4488	36.15	260	158	4	20	272	24	282	4e-31	114	277	91.3357400722022
gnl|ECaadb|1111|NP_415733.1	gnl|RZaadb|1798	46.27	268	142	1	9	276	16	281	2e-76	232	284	94.3661971830986
gnl|ECaadb|1112|NP_415734.1	gnl|RZaadb|5249	36.62	314	189	3	57	365	66	374	2e-46	160	366	84.4262295081967
gnl|ECaadb|1114|NP_415736.2	gnl|RZaadb|5701	33.92	171	113	0	48	218	5	175	3e-32	113	231	74.025974025974
gnl|ECaadb|1125|NP_415748.1	gnl|RZaadb|1047	38.08	281	170	2	4	280	1	281	3e-68	211	280	98.9285714285714
gnl|ECaadb|1127|NP_415750.2	gnl|RZaadb|627	37.63	295	164	4	1	293	33	309	4e-62	197	301	97.3421926910299
gnl|ECaadb|1129|NP_415752.1	gnl|RZaadb|5791	45.55	281	143	3	3	281	2	274	3e-75	229	302	92.3841059602649
gnl|ECaadb|1131|NP_415754.1	gnl|RZaadb|528	54.69	192	86	1	1	191	1	192	2e-72	215	205	93.1707317073171
gnl|ECaadb|1133|NP_415758.1	gnl|RZaadb|195	37.37	198	115	3	15	207	11	204	6e-29	105	215	89.7674418604651
gnl|ECaadb|1134|NP_415759.1	gnl|RZaadb|532	41.65	497	275	9	36	525	22	510	2e-130	388	543	90.2394106813996
gnl|ECaadb|1135|NP_415760.1	gnl|RZaadb|533	50.49	305	151	0	1	305	1	305	4e-113	327	306	99.6732026143791
gnl|ECaadb|1136|NP_415761.1	gnl|RZaadb|534	53.11	305	140	1	1	302	1	305	2e-80	243	302	100
gnl|ECaadb|1137|NP_415763.1	gnl|RZaadb|2409	55.95	311	135	1	9	319	4	312	2e-121	350	334	93.1137724550898
gnl|ECaadb|1143|NP_415769.1	gnl|RZaadb|250	46.51	129	66	1	4	132	2	127	3e-36	118	132	97.7272727272727
gnl|ECaadb|1147|NP_415773.1	gnl|RZaadb|3675	41.33	150	80	2	11	156	14	159	3e-33	113	168	86.9047619047619
gnl|ECaadb|1148|NP_415774.1	gnl|RZaadb|313	47.17	159	83	1	4	162	5	162	4e-30	105	166	95.7831325301205
gnl|ECaadb|1150|NP_415776.1	gnl|RZaadb|4262	33.03	221	140	2	3	219	4	220	6e-34	122	268	80.9701492537313
gnl|ECaadb|1151|NP_415777.1	gnl|RZaadb|4263	54.4	386	170	3	9	391	20	402	8e-141	404	397	96.4735516372796
gnl|ECaadb|1152|NP_415778.3	gnl|RZaadb|1907	39.7	267	153	4	2	260	1	267	3e-49	166	453	57.1743929359823
gnl|ECaadb|1153|NP_415779.1	gnl|RZaadb|219	40.14	279	166	1	200	478	4	281	5e-60	199	531	52.5423728813559
gnl|ECaadb|1154|NP_415780.1	gnl|RZaadb|2398	31.53	406	254	7	111	513	126	510	8e-49	177	520	77.5
gnl|ECaadb|1158|NP_415784.1	gnl|RZaadb|3080	30.12	166	114	1	33	198	25	188	5e-18	85.1	631	26.3074484944532
gnl|ECaadb|1159|NP_415785.1	gnl|RZaadb|3106	42.08	221	118	6	2	220	51	263	1e-38	140	291	75.2577319587629
gnl|ECaadb|1160|NP_415786.1	gnl|RZaadb|2090	42.93	198	109	2	3	196	14	211	9e-39	130	196	98.9795918367347
gnl|ECaadb|1161|NP_415787.1	gnl|RZaadb|2799	38.46	221	132	3	10	229	5	222	3e-39	134	252	87.3015873015873
gnl|ECaadb|1162|NP_415788.1	gnl|RZaadb|224	31.79	195	120	3	130	321	54	238	3e-18	80.9	349	55.0143266475645
gnl|ECaadb|1164|NP_415790.1	gnl|RZaadb|2619	36.65	775	345	19	5	729	3	681	4e-137	427	865	83.8150289017341
gnl|ECaadb|1166|NP_415792.1	gnl|RZaadb|4375	61.5	896	336	7	1	889	1	894	0	1088	891	99.7755331088664
gnl|ECaadb|1167|NP_415793.1	gnl|RZaadb|5209	48.98	196	99	1	2	196	220	415	4e-62	196	196	99.4897959183673
gnl|ECaadb|1171|NP_415797.1	gnl|RZaadb|3383	36.65	221	135	1	17	237	7	222	3e-40	136	245	90.2040816326531
gnl|ECaadb|1175|NP_415801.1	gnl|RZaadb|5204	35.29	527	328	8	132	648	306	829	2e-99	320	661	78.21482602118
gnl|ECaadb|1178|NP_415804.1	gnl|RZaadb|3048	49.03	259	131	1	2	260	6	263	2e-91	268	262	98.8549618320611
gnl|ECaadb|1179|NP_415805.1	gnl|RZaadb|2538	47.66	107	55	1	7	113	67	172	2e-21	82	117	91.4529914529915
gnl|ECaadb|1187|NP_415813.4	gnl|RZaadb|2851	37.97	424	260	3	41	462	17	439	1e-87	273	472	89.406779661017
gnl|ECaadb|1188|NP_415814.4	gnl|RZaadb|66	38.8	250	149	3	5	251	1	249	5e-52	167	254	97.244094488189
gnl|ECaadb|1189|NP_415815.1	gnl|RZaadb|5641	35.2	179	112	3	9	185	6	182	1e-30	108	185	95.6756756756757
gnl|ECaadb|1190|NP_415816.1	gnl|RZaadb|4076	44.67	488	269	1	7	493	8	495	2e-142	416	495	98.3838383838384
gnl|ECaadb|1192|NP_415818.1	gnl|RZaadb|3536	61.81	419	160	0	1	419	1	419	2e-178	502	421	99.5249406175772
gnl|ECaadb|1201|NP_415827.1	gnl|RZaadb|3739	35.32	218	133	3	51	263	64	278	5e-38	134	293	72.6962457337884
gnl|ECaadb|1202|NP_415828.1	gnl|RZaadb|5716	36.49	285	168	4	5	279	14	295	3e-49	162	280	98.2142857142857
gnl|ECaadb|1210|NP_415837.1	gnl|RZaadb|5338	37.76	490	258	12	4	464	19	490	5e-94	290	465	99.1397849462366
gnl|ECaadb|1214|NP_415841.4	gnl|RZaadb|1312	46.5	314	166	1	2	315	3	314	1e-75	233	321	97.8193146417446
gnl|ECaadb|1217|NP_415844.1	gnl|RZaadb|1316	53.54	297	138	0	1	297	1	297	1e-97	286	299	99.3311036789298
gnl|ECaadb|1223|NP_415850.1	gnl|RZaadb|4983	30.35	201	126	5	50	244	35	227	8e-23	91.3	250	78
gnl|ECaadb|1224|NP_415851.1	gnl|RZaadb|4532	44.17	163	91	0	4	166	6	168	1e-37	125	171	95.3216374269006
gnl|ECaadb|1227|NP_415854.4	gnl|RZaadb|4853	30.24	420	230	12	19	430	29	393	1e-28	113	436	94.4954128440367
gnl|ECaadb|1230|NP_415857.2	gnl|RZaadb|4089	36.41	217	118	5	208	409	404	615	2e-31	123	410	49.2682926829268
gnl|ECaadb|1233|NP_415860.1	gnl|RZaadb|1308	54.55	253	115	0	14	266	33	285	1e-96	285	311	81.3504823151125
gnl|ECaadb|1248|NP_415877.1	gnl|RZaadb|2704	35.23	88	55	1	18	103	1	88	6e-16	73.2	285	30.1754385964912
gnl|ECaadb|1257|NP_415894.4	gnl|RZaadb|1173	32.43	148	84	5	1	144	1	136	3e-12	57.8	144	100
gnl|ECaadb|1274|NP_415911.1	gnl|RZaadb|3356	46.23	212	114	0	44	255	46	257	1e-46	154	255	83.1372549019608
gnl|ECaadb|1276|NP_415913.1	gnl|RZaadb|1532	40.49	284	168	1	5	288	5	287	4e-49	167	475	59.7894736842105
gnl|ECaadb|1276|NP_415913.1	gnl|RZaadb|1532	30.53	131	86	1	333	463	139	264	4e-15	73.2	475	27.5789473684211
gnl|ECaadb|1278|NP_415915.1	gnl|RZaadb|4585	65.17	402	138	2	1	401	1	401	0	511	401	100
gnl|ECaadb|1281|NP_415918.1	gnl|RZaadb|2215	41.01	178	97	3	1	173	1	175	5e-37	124	196	88.265306122449
