RPHASCH2410_RS32945	hypothetical protein	WP_011053493.1
RPHASCH2410_RS23805	nodulation protein NolL	WP_011053494.1
RPHASCH2410_RS23810	aquaporin	WP_004677031.1
RPHASCH2410_RS23815	phasin	WP_018247122.1
RPHASCH2410_RS23820	adenine phosphoribosyltransferase	WP_004672710.1
RPHASCH2410_RS23825	radical SAM protein	WP_016737352.1
RPHASCH2410_RS23830	hypothetical protein	WP_004672713.1
RPHASCH2410_RS23835	hypothetical protein	WP_016737353.1
RPHASCH2410_RS23840	hypothetical protein	WP_004672715.1
RPHASCH2410_RS23845	ribose-phosphate pyrophosphokinase	WP_016737354.1
RPHASCH2410_RS32950	iditol 2-dehydrogenase	WP_080956181.1
RPHASCH2410_RS32955	autoinducer synthesis protein	
RPHASCH2410_RS23855	plasmid partitioning protein RepA	WP_008534005.1
RPHASCH2410_RS23860	plasmid partitioning protein RepB	WP_004672729.1
RPHASCH2410_RS23865	replication initiation protein	WP_016737357.1
RPHASCH2410_RS32960	hypothetical protein	
RPHASCH2410_RS32965	IS3 family transposase	
RPHASCH2410_RS23870	transposase	WP_016737358.1
RPHASCH2410_RS32970	hypothetical protein	WP_016737359.1
RPHASCH2410_RS32975	hypothetical protein	WP_029532321.1
RPHASCH2410_RS23880	IS481-like element ISRel2 family transposase	WP_016737360.1
RPHASCH2410_RS23885	recombinase family protein	WP_029532324.1
RPHASCH2410_RS32980	hypothetical protein	
RPHASCH2410_RS23895	integrase	WP_016737363.1
RPHASCH2410_RS32985	hypothetical protein	WP_080956182.1
RPHASCH2410_RS23905	IS110-like element ISRel9 family transposase	WP_046977171.1
RPHASCH2410_RS32990	hypothetical protein	WP_080956186.1
RPHASCH2410_RS23910	ATP-binding protein	WP_077991555.1
RPHASCH2410_RS23915	hypothetical protein	WP_029532331.1
RPHASCH2410_RS32100	hypothetical protein	WP_016737367.1
RPHASCH2410_RS23925	dCTP deaminase	WP_016737368.1
RPHASCH2410_RS23930	hypothetical protein	WP_016737369.1
RPHASCH2410_RS23935	hypothetical protein	WP_016737370.1
RPHASCH2410_RS23940	cell filamentation protein Fic	WP_016737371.1
RPHASCH2410_RS23945	hypothetical protein	WP_009991623.1
RPHASCH2410_RS23950	hypothetical protein	WP_016737373.1
RPHASCH2410_RS23955	catalase	WP_029532335.1
RPHASCH2410_RS23960	hypothetical protein	WP_016737375.1
RPHASCH2410_RS23965	hypothetical protein	WP_009991263.1
RPHASCH2410_RS23970	hypothetical protein	WP_016737376.1
RPHASCH2410_RS32995	hypothetical protein	
RPHASCH2410_RS23980	IS3 family transposase	
RPHASCH2410_RS23985	hypothetical protein	WP_016737380.1
RPHASCH2410_RS23990	peptidase M4 family protein	WP_029532337.1
RPHASCH2410_RS23995	hypothetical protein	WP_029532339.1
RPHASCH2410_RS24000	hypothetical protein	WP_016737383.1
RPHASCH2410_RS24005	hypothetical protein	WP_016737384.1
RPHASCH2410_RS24010	DUF2726 domain-containing protein	WP_016737385.1
RPHASCH2410_RS33000	transcriptional regulator	WP_008534132.1
RPHASCH2410_RS24020	hypothetical protein	
RPHASCH2410_RS24025	hypothetical protein	WP_012489416.1
RPHASCH2410_RS24030	heavy metal translocating P-type ATPase	
RPHASCH2410_RS24035	universal stress protein	WP_008534144.1
RPHASCH2410_RS24040	hypothetical protein	WP_008534145.1
RPHASCH2410_RS24045	alcohol dehydrogenase	WP_008534146.1
RPHASCH2410_RS24050	alcohol dehydrogenase	WP_077991546.1
RPHASCH2410_RS24055	PDZ domain-containing protein	WP_016737390.1
RPHASCH2410_RS24060	BON domain-containing protein	WP_029532346.1
RPHASCH2410_RS24065	response regulator	WP_016737392.1
RPHASCH2410_RS33005	hypothetical protein	WP_077991540.1
RPHASCH2410_RS33010	phosphoketolase	
RPHASCH2410_RS24070	type III polyketide synthase	WP_008534153.1
RPHASCH2410_RS24075	CBS domain-containing protein	WP_008534154.1
RPHASCH2410_RS24080	BON domain-containing protein	WP_008534156.1
RPHASCH2410_RS33015	hypothetical protein	
RPHASCH2410_RS24085	hypothetical protein	WP_008534157.1
RPHASCH2410_RS24090	IS256 family transposase	
RPHASCH2410_RS33020	aldehyde dehydrogenase	
RPHASCH2410_RS24100	MBL fold metallo-hydrolase	WP_004674371.1
RPHASCH2410_RS24105	carbon monoxide dehydrogenase	WP_008534159.1
RPHASCH2410_RS33025	carbon monoxide dehydrogenase	
RPHASCH2410_RS24110	hypothetical protein	WP_004674376.1
RPHASCH2410_RS33030	hypothetical protein	WP_073990452.1
RPHASCH2410_RS33035	hypothetical protein	
RPHASCH2410_RS24115	hypothetical protein	WP_008534161.1
RPHASCH2410_RS32205	IS66 family transposase	
RPHASCH2410_RS24125	hypothetical protein	WP_004674379.1
RPHASCH2410_RS24130	L-ascorbate oxidase	WP_016737399.1
RPHASCH2410_RS24135	5-amino-6-(5-phosphoribosylamino)uracil	WP_008534164.1
RPHASCH2410_RS24140	KR domain-containing protein	WP_008534165.1
RPHASCH2410_RS24145	oxidoreductase	
RPHASCH2410_RS24150	short-chain dehydrogenase	
RPHASCH2410_RS24155	LysR family transcriptional regulator	WP_004674388.1
RPHASCH2410_RS24160	ISAs1 family transposase	
RPHASCH2410_RS33040	hypothetical protein	WP_073990438.1
RPHASCH2410_RS33045	hypothetical protein	
RPHASCH2410_RS24170	beta-glucosidase	WP_016737400.1
RPHASCH2410_RS33050	hypothetical protein	
RPHASCH2410_RS33055	hypothetical protein	
RPHASCH2410_RS33060	transposase	
RPHASCH2410_RS24175	ectoine synthase	WP_016737402.1
RPHASCH2410_RS24180	saccharopine dehydrogenase	WP_016737403.1
RPHASCH2410_RS33065	integrase	
RPHASCH2410_RS24190	integrase	
RPHASCH2410_RS33070	integrase	
RPHASCH2410_RS33075	hypothetical protein	
RPHASCH2410_RS24200	hypothetical protein	WP_080956187.1
RPHASCH2410_RS24205	hypothetical protein	WP_009996984.1
RPHASCH2410_RS24210	IS66 family transposase	
RPHASCH2410_RS24215	hypothetical protein	WP_016737406.1
RPHASCH2410_RS33080	hypothetical protein	
RPHASCH2410_RS33085	nuclease	
RPHASCH2410_RS24225	hypothetical protein	
RPHASCH2410_RS24230	PAS domain S-box protein	WP_016737408.1
RPHASCH2410_RS33090	PAS domain-containing protein	WP_077991536.1
RPHASCH2410_RS24235	ISNCY family transposase	
RPHASCH2410_RS24240	hypothetical protein	WP_008534187.1
RPHASCH2410_RS24245	DUF1007 domain-containing protein	WP_016737409.1
RPHASCH2410_RS33095	hypothetical protein	WP_077991535.1
RPHASCH2410_RS24255	hypothetical protein	WP_016737410.1
RPHASCH2410_RS24260	hypothetical protein	
RPHASCH2410_RS24265	hypothetical protein	
RPHASCH2410_RS24270	hypothetical protein	WP_004672578.1
RPHASCH2410_RS24275	hypothetical protein	WP_046977175.1
RPHASCH2410_RS24280	hypothetical protein	WP_008534228.1
RPHASCH2410_RS24285	hypothetical protein	WP_008534237.1
RPHASCH2410_RS24290	hypothetical protein	WP_046977176.1
RPHASCH2410_RS24295	EscJ/YscJ/HrcJ family type III secretion inner	WP_046977177.1
RPHASCH2410_RS24300	hypothetical protein	WP_046977178.1
RPHASCH2410_RS24305	HrpE/YscL family type III secretion apparatus	WP_046977179.1
RPHASCH2410_RS24310	FliI/YscN family ATPase	WP_046977180.1
RPHASCH2410_RS24315	type III secretion protein	WP_046977181.1
RPHASCH2410_RS24320	EscR/YscR/HrcR family type III secretion system	WP_046977182.1
RPHASCH2410_RS24325	flagellar biosynthesis protein FliQ	WP_046977183.1
RPHASCH2410_RS24330	EscT/YscT/HrcT family type III secretion system	WP_046977184.1
RPHASCH2410_RS24335	type III secretion system protein	WP_046977185.1
RPHASCH2410_RS24340	pectate lyase	WP_046977186.1
RPHASCH2410_RS24345	type III secretion system protein	WP_046977187.1
RPHASCH2410_RS24350	hypothetical protein	WP_016737415.1
RPHASCH2410_RS24355	hypothetical protein	WP_008534289.1
RPHASCH2410_RS24360	hypothetical protein	WP_009995183.1
RPHASCH2410_RS24365	XRE family transcriptional regulator	WP_016737416.1
RPHASCH2410_RS24370	hypothetical protein	WP_016737417.1
RPHASCH2410_RS33100	hypothetical protein	
RPHASCH2410_RS24375	hypothetical protein	WP_010031884.1
RPHASCH2410_RS24380	hypothetical protein	WP_004675991.1
RPHASCH2410_RS24385	hypothetical protein	WP_004675992.1
RPHASCH2410_RS24390	hypothetical protein	WP_004675993.1
RPHASCH2410_RS24400	IS256 family transposase	
RPHASCH2410_RS24405	monooxygenase	WP_004668600.1
RPHASCH2410_RS24410	hypothetical protein	WP_004668602.1
RPHASCH2410_RS24415	hypothetical protein	WP_004668604.1
RPHASCH2410_RS24420	DUF3141 domain-containing protein	WP_011053336.1
RPHASCH2410_RS33105	hypothetical protein	
RPHASCH2410_RS33110	XRE family transcriptional regulator	WP_026188835.1
RPHASCH2410_RS33115	IS5/IS1182 family transposase	
RPHASCH2410_RS24435	GntR family transcriptional regulator	WP_004668612.1
RPHASCH2410_RS24440	NAD(P)-dependent oxidoreductase	WP_011053340.1
RPHASCH2410_RS24445	4-carboxymuconolactone decarboxylase	WP_032983735.1
RPHASCH2410_RS24450	hypothetical protein	WP_004668622.1
RPHASCH2410_RS24455	alpha/beta hydrolase	WP_004668623.1
RPHASCH2410_RS24460	sugar ABC transporter substrate-binding protein	WP_008534334.1
RPHASCH2410_RS24465	sugar ABC transporter ATP-binding protein	WP_004668627.1
RPHASCH2410_RS24470	ABC transporter permease	WP_008534336.1
RPHASCH2410_RS24475	ABC transporter permease	WP_004668632.1
RPHASCH2410_RS24480	NAD-dependent succinate-semialdehyde	WP_008534338.1
RPHASCH2410_RS33120	hypothetical protein	WP_004668636.1
RPHASCH2410_RS33125	hypothetical protein	
RPHASCH2410_RS24485	IS66 family insertion sequence hypothetical	WP_009996987.1
RPHASCH2410_RS24490	IS66 family insertion sequence hypothetical	WP_009996986.1
RPHASCH2410_RS24495	IS66 family transposase ISRel19	WP_009996985.1
RPHASCH2410_RS24500	hypothetical protein	WP_009996984.1
RPHASCH2410_RS24505	IS630 family transposase	
RPHASCH2410_RS24510	methyl-accepting chemotaxis protein	WP_004673275.1
RPHASCH2410_RS33130	hypothetical protein	WP_011053347.1
RPHASCH2410_RS24515	hypothetical protein	WP_004673279.1
RPHASCH2410_RS33135	AraC family transcriptional regulator	WP_016737424.1
RPHASCH2410_RS24525	oxidoreductase	WP_016737426.1
RPHASCH2410_RS24530	methyl-accepting chemotaxis protein	WP_008534365.1
RPHASCH2410_RS24535	sugar ABC transporter substrate-binding protein	WP_016737427.1
RPHASCH2410_RS24540	GGDEF domain-containing protein	WP_016737428.1
RPHASCH2410_RS33140	hypothetical protein	WP_080956183.1
RPHASCH2410_RS24545	MBL fold metallo-hydrolase	WP_011053353.1
RPHASCH2410_RS24550	alcohol dehydrogenase	WP_004673287.1
RPHASCH2410_RS24555	N-acyl homoserine lactonase family protein	WP_016737429.1
RPHASCH2410_RS24560	GntR family transcriptional regulator	WP_016737430.1
RPHASCH2410_RS24565	alpha/beta hydrolase	WP_008534369.1
RPHASCH2410_RS24570	IS256 family transposase	
RPHASCH2410_RS24575	SDR family NAD(P)-dependent oxidoreductase	WP_004671535.1
RPHASCH2410_RS24580	flavin reductase	WP_008534378.1
RPHASCH2410_RS24585	4-carboxymuconolactone decarboxylase	WP_008534380.1
RPHASCH2410_RS24590	LLM class flavin-dependent oxidoreductase	WP_016737431.1
RPHASCH2410_RS24595	sugar ABC transporter substrate-binding protein	WP_016737432.1
RPHASCH2410_RS24600	pyridoxal phosphate-dependent aminotransferase	WP_026188837.1
RPHASCH2410_RS33145	GFA family protein	WP_009987854.1
RPHASCH2410_RS24605	FMN reductase	WP_004671524.1
RPHASCH2410_RS24610	bifunctional	WP_016737433.1
RPHASCH2410_RS24615	IS630 family transposase	
RPHASCH2410_RS24620	NAD(P)-dependent alcohol dehydrogenase	WP_016737436.1
RPHASCH2410_RS24625	2,3-bisphosphoglycerate-dependent	WP_008534389.1
RPHASCH2410_RS24630	sugar ABC transporter substrate-binding protein	WP_016737437.1
RPHASCH2410_RS24635	sugar ABC transporter ATP-binding protein	WP_039752580.1
RPHASCH2410_RS24640	ABC transporter permease	WP_004671512.1
RPHASCH2410_RS24645	ABC transporter permease	WP_029532395.1
RPHASCH2410_RS24650	NAD(P)-dependent alcohol dehydrogenase	WP_004671507.1
RPHASCH2410_RS24655	antibiotic biosynthesis monooxygenase	WP_004671505.1
RPHASCH2410_RS24660	NAD(P)/FAD-dependent oxidoreductase	WP_016737439.1
RPHASCH2410_RS24665	AraC family transcriptional regulator	WP_008534397.1
RPHASCH2410_RS24670	HAMP domain-containing protein	WP_016737440.1
RPHASCH2410_RS24675	GGDEF domain-containing protein	WP_016737441.1
RPHASCH2410_RS24680	hypothetical protein	WP_008534406.1
RPHASCH2410_RS24685	DUF1738 domain-containing protein	WP_016737442.1
RPHASCH2410_RS24690	hypothetical protein	WP_016737443.1
RPHASCH2410_RS24695	hypothetical protein	WP_007636193.1
RPHASCH2410_RS24700	hypothetical protein	WP_016737444.1
RPHASCH2410_RS24705	VirB1 type IV secretion protein	WP_016737445.1
RPHASCH2410_RS24710	transport secretion system IV protein, VirB2	WP_007636189.1
RPHASCH2410_RS24715	type IV secretion protein VirB3	WP_011053369.1
RPHASCH2410_RS24720	VirB4 family type IV secretion/conjugal transfer	WP_046977188.1
RPHASCH2410_RS24725	P-type DNA transfer protein VirB5	WP_016737448.1
RPHASCH2410_RS24730	hypothetical protein	WP_016737449.1
RPHASCH2410_RS24735	conjugal transfer protein TrbL	WP_046977189.1
RPHASCH2410_RS33150	hypothetical protein	WP_016737561.1
RPHASCH2410_RS24740	virB8 family protein	WP_046977190.1
RPHASCH2410_RS24745	P-type conjugative transfer protein VirB9	WP_016737451.1
RPHASCH2410_RS24750	type IV secretion protein VirB10	WP_016737452.1
RPHASCH2410_RS24755	P-type DNA transfer ATPase VirB11	WP_046977191.1
RPHASCH2410_RS24760	PIN domain-containing protein	WP_016737454.1
RPHASCH2410_RS24765	excisionase	WP_039752605.1
RPHASCH2410_RS24770	DUF1173 domain-containing protein	WP_016737456.1
RPHASCH2410_RS24775	hypothetical protein	
RPHASCH2410_RS24780	hypothetical protein	WP_004676093.1
RPHASCH2410_RS24785	PIN domain nuclease	WP_008536014.1
RPHASCH2410_RS33155	hypothetical protein	
RPHASCH2410_RS24790	DUF736 domain-containing protein	WP_004676095.1
RPHASCH2410_RS24795	WGR domain-containing protein	WP_004676097.1
RPHASCH2410_RS33160	hypothetical protein	WP_080956184.1
RPHASCH2410_RS24800	hypothetical protein	WP_004676098.1
RPHASCH2410_RS24805	type II toxin-antitoxin system	WP_008536018.1
RPHASCH2410_RS24810	Ti-type conjugative transfer system protein	WP_046977192.1
RPHASCH2410_RS24815	conjugal transfer protein TraD	WP_011053389.1
RPHASCH2410_RS24820	F plasmid pilus formation	WP_016737548.1
RPHASCH2410_RS24825	Ti-type conjugative transfer relaxase TraA	WP_046977193.1
RPHASCH2410_RS24830	hypothetical protein	WP_016737463.1
RPHASCH2410_RS24835	class I SAM-dependent methyltransferase	WP_016737465.1
RPHASCH2410_RS33165	hypothetical protein	
RPHASCH2410_RS24840	AraC family transcriptional regulator	WP_011053393.1
RPHASCH2410_RS24845	MFS transporter	WP_016737466.1
RPHASCH2410_RS24850	hypothetical protein	WP_016737467.1
RPHASCH2410_RS24855	XRE family transcriptional regulator	WP_018247165.1
RPHASCH2410_RS24860	CapA family protein	WP_004668595.1
RPHASCH2410_RS24865	ABC transporter substrate-binding protein	WP_011053397.1
RPHASCH2410_RS24870	ABC transporter permease	WP_016737468.1
RPHASCH2410_RS24875	ABC transporter	WP_016737469.1
RPHASCH2410_RS24880	LysR family transcriptional regulator	WP_029532418.1
RPHASCH2410_RS33170	hypothetical protein	WP_010068053.1
RPHASCH2410_RS32210	DUF3606 domain-containing protein	WP_004668584.1
RPHASCH2410_RS33175	hypothetical protein	WP_009983644.1
RPHASCH2410_RS33180	integrase	
RPHASCH2410_RS24890	hypothetical protein	WP_020465422.1
RPHASCH2410_RS33185	hypothetical protein	
RPHASCH2410_RS24895	ATP-binding protein	
RPHASCH2410_RS24900	DNA-binding protein	WP_029532420.1
RPHASCH2410_RS33190	hypothetical protein	
RPHASCH2410_RS24905	phasin	WP_010024976.1
RPHASCH2410_RS24910	hypothetical protein	WP_016737472.1
RPHASCH2410_RS33195	peptidase	
RPHASCH2410_RS24915	hypothetical protein	WP_008536036.1
RPHASCH2410_RS24920	hypothetical protein	WP_004680432.1
RPHASCH2410_RS24925	hypothetical protein	WP_016737474.1
RPHASCH2410_RS24930	type VI secretion system tip protein VgrG	WP_004680430.1
RPHASCH2410_RS24935	type VI secretion system baseplate subunit TssG	WP_008536038.1
RPHASCH2410_RS24940	type VI secretion system baseplate subunit TssF	WP_008536039.1
RPHASCH2410_RS24945	type VI secretion system baseplate subunit TssE	WP_004680427.1
RPHASCH2410_RS24950	Hcp1 family type VI secretion system effector	WP_004680426.1
RPHASCH2410_RS24955	type VI secretion system contractile sheath	WP_004680425.1
RPHASCH2410_RS24960	type VI secretion system contractile sheath	WP_016737476.1
RPHASCH2410_RS24965	type VI secretion system protein TssA	WP_004680423.1
RPHASCH2410_RS33200	hypothetical protein	WP_012489519.1
RPHASCH2410_RS24970	hypothetical protein	
RPHASCH2410_RS33205	IS1595 family transposase	
RPHASCH2410_RS33210	hypothetical protein	WP_012489522.1
RPHASCH2410_RS24980	type VI secretion system baseplate subunit TssK	WP_016737477.1
RPHASCH2410_RS24985	hypothetical protein	WP_016737478.1
RPHASCH2410_RS24990	type VI secretion system protein TssL	WP_008536065.1
RPHASCH2410_RS24995	type VI secretion system membrane subunit TssM	WP_012489525.1
RPHASCH2410_RS25000	hypothetical protein	WP_004678816.1
RPHASCH2410_RS25005	hypothetical protein	WP_012489526.1
RPHASCH2410_RS25010	hypothetical protein	WP_008536071.1
RPHASCH2410_RS33215	hypothetical protein	WP_080515686.1
RPHASCH2410_RS25015	transcriptional regulator	WP_012489527.1
RPHASCH2410_RS33220	iron-molybdenum cofactor processing protein	
RPHASCH2410_RS33225	hypothetical protein	WP_008536075.1
RPHASCH2410_RS25025	hypothetical protein	
RPHASCH2410_RS33230	hypothetical protein	WP_080956185.1
RPHASCH2410_RS33235	hypothetical protein	
RPHASCH2410_RS25030	hypothetical protein	WP_008536079.1
RPHASCH2410_RS33240	IS3 family transposase	
RPHASCH2410_RS33245	hypothetical protein	
RPHASCH2410_RS33250	hypothetical protein	
RPHASCH2410_RS25040	hypothetical protein	
RPHASCH2410_RS25045	hypothetical protein	
RPHASCH2410_RS25050	hypothetical protein	
RPHASCH2410_RS25055	IS21 family transposase	
RPHASCH2410_RS25060	IS21 family transposase	WP_016737538.1
RPHASCH2410_RS25065	ATP-binding protein	
RPHASCH2410_RS25070	hypothetical protein	WP_046977202.1
RPHASCH2410_RS25075	oxidoreductase	WP_016735367.1
RPHASCH2410_RS25080	acyl-CoA thioesterase	WP_016735368.1
RPHASCH2410_RS25085	long-chain-fatty-acid--CoA ligase	WP_016735369.1
RPHASCH2410_RS25090	acetyl-CoA C-acyltransferase	WP_016735370.1
RPHASCH2410_RS25095	LysR family transcriptional regulator	WP_016735371.1
RPHASCH2410_RS25100	cupin domain-containing protein	WP_016735372.1
RPHASCH2410_RS25105	hypothetical protein	WP_010009564.1
RPHASCH2410_RS25110	cupin domain-containing protein	WP_016735373.1
RPHASCH2410_RS25115	methionine gamma-lyase	WP_016735374.1
RPHASCH2410_RS25120	YihY/virulence factor BrkB family protein	WP_016735375.1
RPHASCH2410_RS33255	IS481 family transposase	
RPHASCH2410_RS25130	hypothetical protein	WP_010008800.1
RPHASCH2410_RS25135	GFA family protein	WP_080956215.1
RPHASCH2410_RS25140	IS1182 family transposase	WP_052766878.1
RPHASCH2410_RS25145	chloramphenicol phosphotransferase	WP_016735378.1
RPHASCH2410_RS25150	sugar kinase	WP_016735379.1
RPHASCH2410_RS25155	hypothetical protein	WP_016735380.1
RPHASCH2410_RS25160	NUDIX hydrolase	WP_029531719.1
RPHASCH2410_RS25165	hypothetical protein	WP_010023998.1
RPHASCH2410_RS25170	LacI family DNA-binding transcriptional	WP_016735382.1
RPHASCH2410_RS25175	sugar ABC transporter substrate-binding protein	WP_016735383.1
RPHASCH2410_RS25180	sugar ABC transporter permease	WP_016735384.1
RPHASCH2410_RS25185	carbohydrate ABC transporter permease	WP_016735385.1
RPHASCH2410_RS25190	beta-fructofuranosidase	WP_029531721.1
RPHASCH2410_RS25195	ferritin-like domain-containing protein	WP_012489630.1
RPHASCH2410_RS25200	RNA polymerase sigma factor	WP_004671163.1
RPHASCH2410_RS25205	cytochrome P450	WP_016735387.1
RPHASCH2410_RS25210	DUF1109 domain-containing protein	WP_016735390.1
RPHASCH2410_RS25215	DNA-directed RNA polymerase sigma-70 factor	WP_029531722.1
RPHASCH2410_RS25220	pentapeptide MXKDX repeat protein	WP_016735392.1
RPHASCH2410_RS25225	hypothetical protein	WP_016735393.1
RPHASCH2410_RS25230	molybdopterin-binding protein	WP_016735394.1
RPHASCH2410_RS25235	Crp/Fnr family transcriptional regulator	WP_016735395.1
RPHASCH2410_RS25240	ferritin-like domain-containing protein	WP_016735396.1
RPHASCH2410_RS25245	DUF4142 domain-containing protein	WP_016735397.1
RPHASCH2410_RS25250	alpha/beta hydrolase	WP_016735398.1
RPHASCH2410_RS25255	Crp/Fnr family transcriptional regulator	WP_029531723.1
RPHASCH2410_RS25260	hypothetical protein	WP_016735400.1
RPHASCH2410_RS25265	hypothetical protein	WP_016735401.1
RPHASCH2410_RS25270	hypothetical protein	WP_016735402.1
RPHASCH2410_RS25275	hypothetical protein	WP_039751713.1
RPHASCH2410_RS25280	hypothetical protein	WP_016735404.1
RPHASCH2410_RS25285	Crp/Fnr family transcriptional regulator	WP_016735405.1
RPHASCH2410_RS25290	PAS domain S-box protein	WP_016735406.1
RPHASCH2410_RS25295	hypothetical protein	
RPHASCH2410_RS25300	hypothetical protein	WP_029531725.1
RPHASCH2410_RS25305	FadR family transcriptional regulator	WP_029531726.1
RPHASCH2410_RS25310	ABC transporter substrate-binding protein	WP_016735410.1
RPHASCH2410_RS25315	TRAP transporter small permease	WP_016735411.1
RPHASCH2410_RS25320	TRAP transporter large permease	WP_016735412.1
RPHASCH2410_RS25325	L-idonate 5-dehydrogenase	WP_016735413.1
RPHASCH2410_RS25330	cyclic nucleotide-binding protein	WP_016735415.1
RPHASCH2410_RS25335	response regulator	WP_016735416.1
RPHASCH2410_RS25340	chemotaxis protein CheB	WP_016735417.1
RPHASCH2410_RS25345	PAS domain S-box protein	WP_016735418.1
RPHASCH2410_RS25350	response regulator	WP_016735419.1
RPHASCH2410_RS25355	hypothetical protein	WP_016735420.1
RPHASCH2410_RS25360	hypothetical protein	
RPHASCH2410_RS33260	GntR family transcriptional regulator	
RPHASCH2410_RS25365	hypothetical protein	WP_016735423.1
RPHASCH2410_RS25370	GGDEF domain-containing protein	WP_016735424.1
RPHASCH2410_RS25375	HAMP domain-containing protein	WP_029531728.1
RPHASCH2410_RS25380	response regulator	WP_016735425.1
RPHASCH2410_RS25385	hypothetical protein	WP_004674013.1
RPHASCH2410_RS25390	hypothetical protein	WP_016735426.1
RPHASCH2410_RS25395	DUF4334 domain-containing protein	WP_016735427.1
RPHASCH2410_RS25400	hydrolase	WP_016735428.1
RPHASCH2410_RS25405	DUF1206 domain-containing protein	WP_016735429.1
RPHASCH2410_RS25410	NUDIX domain-containing protein	WP_016735430.1
RPHASCH2410_RS25415	alpha/beta hydrolase	WP_016735431.1
RPHASCH2410_RS25420	hypothetical protein	WP_016735432.1
RPHASCH2410_RS25425	gamma-glutamylcyclotransferase	WP_046977237.1
RPHASCH2410_RS25430	LysR family transcriptional regulator	WP_004674004.1
RPHASCH2410_RS25435	dioxygenase	WP_016735434.1
RPHASCH2410_RS25440	hydrolase	WP_004674003.1
RPHASCH2410_RS25445	DUF1427 domain-containing protein	WP_010009505.1
RPHASCH2410_RS25450	amidohydrolase	WP_080956188.1
RPHASCH2410_RS25455	DoxX family protein	WP_016735437.1
RPHASCH2410_RS25460	MFS transporter	WP_016735438.1
RPHASCH2410_RS25465	allophanate hydrolase	WP_029531729.1
RPHASCH2410_RS25470	cysteine hydrolase	WP_046977204.1
RPHASCH2410_RS25475	ABC transporter ATP-binding protein	WP_016735440.1
RPHASCH2410_RS25480	cysteine hydrolase	WP_016735441.1
RPHASCH2410_RS25485	formamidase	WP_016735442.1
RPHASCH2410_RS25490	ABC transporter permease	WP_016735443.1
RPHASCH2410_RS25495	ABC transporter permease	WP_016735444.1
RPHASCH2410_RS25500	BMP family ABC transporter substrate-binding	WP_016735445.1
RPHASCH2410_RS25505	GntR family transcriptional regulator	WP_016735446.1
RPHASCH2410_RS25510	enamine deaminase RidA	WP_016735447.1
RPHASCH2410_RS25515	flavodoxin family protein	WP_016735448.1
RPHASCH2410_RS25520	FAD-binding oxidoreductase	WP_016735449.1
RPHASCH2410_RS25525	cytosine deaminase	WP_016735450.1
RPHASCH2410_RS25530	ABC transporter permease	WP_016735451.1
RPHASCH2410_RS25535	ABC transporter ATP-binding protein	WP_016735452.1
RPHASCH2410_RS25540	ABC transporter substrate-binding protein	WP_029531730.1
RPHASCH2410_RS25545	LysR family transcriptional regulator	WP_016735454.1
RPHASCH2410_RS25550	creatininase	WP_016735455.1
RPHASCH2410_RS25555	allophanate hydrolase	WP_016735457.1
RPHASCH2410_RS25560	urea carboxylase	WP_016735458.1
RPHASCH2410_RS25565	DUF1989 domain-containing protein	WP_016735459.1
RPHASCH2410_RS25570	DUF1989 domain-containing protein	WP_016735460.1
RPHASCH2410_RS25575	ABC transporter ATP-binding protein	WP_016735461.1
RPHASCH2410_RS25580	lipid kinase	WP_016735462.1
RPHASCH2410_RS25585	lipid kinase	WP_016735463.1
RPHASCH2410_RS25590	dihydrofolate reductase	WP_016735464.1
RPHASCH2410_RS25595	class I SAM-dependent methyltransferase	WP_029531731.1
RPHASCH2410_RS25600	DUF1127 domain-containing protein	WP_016735465.1
RPHASCH2410_RS25605	AraC family transcriptional regulator	WP_016735466.1
RPHASCH2410_RS33265	hypothetical protein	WP_080956189.1
RPHASCH2410_RS25610	LacI family DNA-binding transcriptional	WP_004680351.1
RPHASCH2410_RS25615	hypothetical protein	WP_016735468.1
RPHASCH2410_RS25620	NAD-dependent epimerase	WP_016735469.1
RPHASCH2410_RS25625	SDR family NAD(P)-dependent oxidoreductase	WP_016735470.1
RPHASCH2410_RS25630	ABC transporter ATP-binding protein	WP_004680346.1
RPHASCH2410_RS25635	carbohydrate ABC transporter substrate-binding	WP_016735474.1
RPHASCH2410_RS25640	sugar ABC transporter permease	WP_004680343.1
RPHASCH2410_RS25645	carbohydrate ABC transporter permease	WP_010006529.1
RPHASCH2410_RS25650	membrane protein	WP_004680341.1
RPHASCH2410_RS25655	branched-chain amino acid ABC transporter	WP_004680340.1
RPHASCH2410_RS25660	AraC family transcriptional regulator	WP_004680339.1
RPHASCH2410_RS25665	GGDEF-domain containing protein	WP_016735475.1
RPHASCH2410_RS25670	class I SAM-dependent methyltransferase	WP_016735476.1
RPHASCH2410_RS25675	dihydrodipicolinate synthase family protein	WP_029531734.1
RPHASCH2410_RS25680	GntR family transcriptional regulator	WP_039751730.1
RPHASCH2410_RS25685	sugar ABC transporter substrate-binding protein	WP_016735479.1
RPHASCH2410_RS25690	sugar ABC transporter permease	WP_016735480.1
RPHASCH2410_RS25695	carbohydrate ABC transporter permease	WP_004680329.1
RPHASCH2410_RS25700	sugar kinase	WP_016735481.1
RPHASCH2410_RS25705	LysE family translocator	WP_029531735.1
RPHASCH2410_RS33270	hypothetical protein	WP_020465384.1
