riType	tfName	tgName	riEvidence	tgLocusTag	tgCopLocusTag
tf-gene	Lrp	groS	W	b4142	b4142
tf-gene	Lrp	hlyE	W	b1182	b1182
tf-gene	Lrp	hpf	W	b3203	b3196
tf-gene	Lrp	hspQ	W	b0966	b0966
tf-gene	Lrp	htrE	W	b0139	b0140
tf-gene	Lrp	ibpA	W	b3687	b3687
tf-gene	Lrp	ibpB	W	b3686	b3687
tf-gene	Lrp	ilvI	S	b0077	b0077
tf-gene	Lrp	ilvL	W	b3766	b3766
tf-gene	Lrp	insC5	W	b3044	b3046
tf-gene	Lrp	insH3	W	b0656	b0656
tf-gene	Lrp	intZ	W	b2442	b2442
tf-gene	Lrp	iraD	W	b4326	b4720
tf-gene	Lrp	iraP	W	b0382	b0382
tf-gene	Lrp	katE	W	b1732	b1732
tf-gene	Lrp	kbl	W	b3617	b3617
tf-gene	Lrp	ldhA	W	b1380	b1380
tf-gene	Lrp	leuA	W	b0074	b0075
tf-gene	Lrp	leuE	S	b1798	b1798
tf-gene	Lrp	leuL	W	b0075	b0075
tf-gene	Lrp	leuO	W	b0076	b0076
tf-gene	Lrp	lipA	W	b0628	b0628
tf-gene	Lrp	livJ	S	b3460	b3460
tf-gene	Lrp	livJ	W	b3460	b3460
tf-gene	Lrp	livK	W	b3458	b3458
tf-gene	Lrp	lolA	W	b0891	b0891
tf-gene	Lrp	lolC	S	b1116	b1116
tf-gene	Lrp	lpxL	W	b1054	b1054
tf-gene	Lrp	lrhA	S	b2289	b2289
tf-gene	Lrp	lysP	W	b2156	b2156
tf-gene	Lrp	lysU	S	b4129	b4129
tf-gene	Lrp	manA	W	b1613	b1613
tf-gene	Lrp	menA	W	b3930	b3930
tf-gene	Lrp	metH	W	b4019	b4019
tf-gene	Lrp	metK	S	b2942	b2942
tf-gene	Lrp	metT	W	b0673	b0673
tf-gene	Lrp	mnmA	W	b1133	b1133
tf-gene	Lrp	modA	W	b0763	b0763
tf-gene	Lrp	mqo	S	b2210	b2210
tf-gene	Lrp	msbA	W	b0914	b0913
tf-gene	Lrp	mscK	W	b0465	b0465
tf-gene	Lrp	mscS	W	b2924	b2924
tf-gene	Lrp	mtr	S	b3161	b3161
tf-gene	Lrp	mutY	W	b2961	b2961
tf-gene	Lrp	nac	W	b1988	b1988
tf-gene	Lrp	napF	W	b2208	b2208
tf-gene	Lrp	nuoA	W	b2288	b2288
tf-gene	Lrp	nusB	W	b0416	b0413
tf-gene	Lrp	ompT	W	b0565	b0566
tf-gene	Lrp	osmY	S	b4376	b4376
tf-gene	Lrp	pabB	W	b1812	b1812
tf-gene	Lrp	pal	W	b0741	b0740
tf-gene	Lrp	panZ	W	b3459	b3459
tf-gene	Lrp	patA	S	b3073	b3073
tf-gene	Lrp	patA	W	b3073	b3073
tf-gene	Lrp	pepD	S	b0237	b0237
tf-gene	Lrp	pgl	W	b0767	b0767
tf-gene	Lrp	phoA	W	b0383	b0383
tf-gene	Lrp	phoH	W	b1020	b1020
tf-gene	Lrp	pncB	W	b0931	b0931
tf-gene	Lrp	pntA	W	b1603	b1603
tf-gene	Lrp	polA	W	b3863	b3863
tf-gene	Lrp	potF	S	b0854	b0854
tf-gene	Lrp	potF	W	b0854	b0854
tf-gene	Lrp	ppk	W	b2501	b2501
tf-gene	Lrp	ppsA	W	b1702	b1702
tf-gene	Lrp	ppx	S	b2502	b2501
tf-gene	Lrp	ppx	W	b2502	b2501
tf-gene	Lrp	prlF	W	b3129	b3129
tf-gene	Lrp	proP	W	b4111	b4111
tf-gene	Lrp	pspG	W	b4050	b4050
tf-gene	Lrp	ptsN	W	b3204	b3196
tf-gene	Lrp	purM	W	b2499	b2499
tf-gene	Lrp	purT	W	b1849	b1849
tf-gene	Lrp	pyrI	W	b4244	b4246
tf-gene	Lrp	qseB	W	b3025	b3025
tf-gene	Lrp	radD	W	b2184	b2184
tf-gene	Lrp	rdcA	W	b4109	b4109
tf-gene	Lrp	relA	W	b2784	b2784
tf-gene	Lrp	rhtB	W	b3824	b3824
tf-gene	Lrp	ribE	W	b0415	b0413
tf-gene	Lrp	ridA	W	b4243	b4243
tf-gene	Lrp	rlmE	W	b3179	b3179
tf-gene	Lrp	rnr	W	b4179	b4178
tf-gene	Lrp	rpiA	W	b2914	b2914
tf-gene	Lrp	rpiB	W	b4090	b4090
tf-gene	Lrp	rplF	W	b3305	b3310
tf-gene	Lrp	rplR	W	b3304	b3310
tf-gene	Lrp	rpoN	W	b3202	b3196
tf-gene	Lrp	rpsH	W	b3306	b3310
tf-gene	Lrp	rsd	W	b3995	b3995
tf-gene	Lrp	rseA	W	b2572	b4725
tf-gene	Lrp	sad	W	b1525	b1525
tf-gene	Lrp	sdaA	S	b1814	b1814
tf-gene	Lrp	sdaC	S	b2796	b2796
tf-gene	Lrp	serA	S	b2913	b2913
tf-gene	Lrp	serB	S	b4388	b4388
tf-gene	Lrp	serC	W	b0907	b0907
tf-gene	Lrp	serS	W	b0893	b0893
tf-gene	Lrp	slyA	W	b1642	b1642
tf-gene	Lrp	slyX	W	b3348	b3348
tf-gene	Lrp	soxS	W	b4062	b4062
tf-gene	Lrp	sroH	W	b4691	b4691
tf-gene	Lrp	sstT	W	b3089	b3089
tf-gene	Lrp	sthA	W	b3962	b3962
tf-gene	Lrp	stpA	S	b2669	b2669
tf-gene	Lrp	sulA	W	b0958	b0958
tf-gene	Lrp	thiC	W	b3994	b3994
tf-gene	Lrp	thrL	S	b0001	b0001
tf-gene	Lrp	topA	W	b1274	b1274
tf-gene	Lrp	treA	W	b1197	b1197
tf-gene	Lrp	trhO	W	b1055	b1055
tf-gene	Lrp	trxB	W	b0888	b0888
tf-gene	Lrp	tsuA	W	b2013	b2013
tf-gene	Lrp	tyrP	S	b1907	b1907
tf-gene	Lrp	tyrP	W	b1907	b1907
tf-gene	Lrp	tyrR	S	b1323	b1321
tf-gene	Lrp	tyrR	W	b1323	b1321
tf-gene	Lrp	ubiA	W	b4040	b4039
tf-gene	Lrp	upp	W	b2498	b2498
tf-gene	Lrp	uspE	S	b1333	b1333
tf-gene	Lrp	wecB	W	b3786	b3784
tf-gene	Lrp	yaaX	W	b0005	b0005
tf-gene	Lrp	yabQ	W	b0057	b0056
tf-gene	Lrp	yacL	W	b0119	b0119
tf-gene	Lrp	yaeQ	W	b0190	b0190
tf-gene	Lrp	yagU	W	b0287	b0287
tf-gene	Lrp	yaiY	W	b0379	b0379
tf-gene	Lrp	ybdF	W	b0579	b0579
tf-gene	Lrp	ybdG	W	b0577	b0577
tf-gene	Lrp	ybdL	W	b0600	b0600
tf-gene	Lrp	ybeX	W	b0658	b0660
tf-gene	Lrp	ybgA	W	b0707	b0707
tf-gene	Lrp	ybgS	S	b0753	b0753
tf-gene	Lrp	ybgS	W	b0753	b0753
tf-gene	Lrp	ybhQ	W	b0791	b0791
tf-gene	Lrp	ybiI	W	b0803	b0803
tf-gene	Lrp	ybiJ	S	b0802	b0802
tf-gene	Lrp	ybiO	W	b0808	b0808
tf-gene	Lrp	ybiT	W	b0820	b0820
tf-gene	Lrp	ybjN	W	b0853	b0850
tf-gene	Lrp	ybjS	S	b0868	b0868
tf-gene	Lrp	ybjX	W	b0877	b0877
tf-gene	Lrp	ycaM	S	b0899	b0899
tf-gene	Lrp	yceB	W	b1063	b1063
tf-gene	Lrp	ycfJ	W	b1110	b1110
tf-gene	Lrp	ycgB	W	b1188	b1188
tf-gene	Lrp	ychE	W	b1242	b1242
tf-gene	Lrp	yciN	S	b1273	b1273
tf-gene	Lrp	yciT	W	b1284	b4596
tf-gene	Lrp	yciZ	W	b4596	b4596
tf-gene	Lrp	ydcK	W	b1428	b1428
tf-gene	Lrp	ydcL	W	b1431	b1431
tf-gene	Lrp	ydeE	W	b1534	b1534
tf-gene	Lrp	ydeN	W	b1498	b1498
tf-gene	Lrp	ydgH	W	b1604	b1604
tf-gene	Lrp	ydhQ	W	b1664	b1664
tf-gene	Lrp	yeaE	W	b1781	b1781
tf-gene	Lrp	yeaG	W	b1783	b1783
tf-gene	Lrp	yebF	W	b1847	b1847
tf-gene	Lrp	yehL	S	b2119	b2119
tf-gene	Lrp	yfaP	W	b2225	b2230
tf-gene	Lrp	yfcC	S	b2298	b2298
tf-gene	Lrp	yfcZ	S	b2343	b2343
tf-gene	Lrp	yfiB	W	b2605	b2603
tf-gene	Lrp	ygiV	W	b3023	b3023
tf-gene	Lrp	ygiW	W	b3024	b3024
tf-gene	Lrp	yhbY	W	b3180	b3180
tf-gene	Lrp	yhcN	W	b3238	b3238
tf-gene	Lrp	yhdN	W	b3293	b3293
tf-gene	Lrp	yhdV	W	b3267	b3267
tf-gene	Lrp	yhdW	W	b3268	b3268
tf-gene	Lrp	yhhA	W	b3448	b3448
tf-gene	Lrp	yhhW	S	b3439	b3439
tf-gene	Lrp	yhhW	W	b3439	b3439
tf-gene	Lrp	yhiM	W	b3491	b3491
tf-gene	Lrp	yhjE	S	b3523	b3523
tf-gene	Lrp	yhjJ	W	b3527	b3527
tf-gene	Lrp	yhjR	W	b3535	b3535
tf-gene	Lrp	yiaG	W	b3555	b3555
tf-gene	Lrp	yibL	W	b3602	b3602
tf-gene	Lrp	yibT	W	b4554	b4554
tf-gene	Lrp	yicH	W	b3655	b3655
tf-gene	Lrp	yiiM	W	b3910	b3910
tf-gene	Lrp	yjbJ	S	b4045	b4045
tf-gene	Lrp	yjbQ	S	b4056	b4056
tf-gene	Lrp	yjbR	W	b4057	b4056
tf-gene	Lrp	yjeH	W	b4141	b4141
tf-gene	Lrp	yjeM	S	b4156	b4156
tf-gene	Lrp	yjfP	W	b4190	b4190
tf-gene	Lrp	yjiC	S	b4325	b4325
tf-gene	Lrp	yjiL	W	b4334	b4335
tf-gene	Lrp	ykgE	W	b0306	b0306
tf-gene	Lrp	ynjH	W	b1760	b1760
tf-gene	Lrp	yoaH	W	b1811	b1811
tf-gene	Lrp	yodC	W	b1957	b1957
tf-gene	Lrp	yoeG	W	b4640	NaN
tf-gene	Lrp	yqeF	S	b2844	b2844
tf-gene	Lrp	yqeG	W	b2845	b2845
tf-gene	Lrp	ytfB	W	b4206	b4206
tf-gene	Lrp	ytfJ	W	b4216	b4216
tf-gene	Lrp	ytfK	S	b4217	b4217
tf-gene	Lrp	ytjB	W	b4387	b4387
tf-gene	Lrp	yzgL	S	b3427	b3427
tf-gene	Lrp	zipA	W	b2412	b2412
tf-gene	Lrp	zitB	W	b0752	b0752
tf-gene	Lrp	zntR	W	b3292	b3293
tf-gene	Nac	abgA	S	b1338	b1338
tf-gene	Nac	abpA	S	b2628	b2628
tf-gene	Nac	aceB	S	b4014	b4014
tf-gene	Nac	acrE	S	b3265	b3265
tf-gene	Nac	ahpC	S	b0605	b0605
tf-gene	Nac	alaC	S	b2379	b2379
tf-gene	Nac	allR	S	b0506	b0506
tf-gene	Nac	allW	S	b0511	b0507
tf-gene	Nac	amiB	S	b4169	b4167
tf-gene	Nac	amn	S	b1982	b1982
tf-gene	Nac	ampD	S	b0110	b0110
tf-gene	Nac	ansB	S	b2957	b2957
tf-gene	Nac	ansP	S	b1453	b1453
tf-gene	Nac	araE	S	b2841	b2841
tf-gene	Nac	araF	S	b1901	b1901
tf-gene	Nac	argO	S	b2923	b2923
tf-gene	Nac	argU	S	b0536	b0536
tf-gene	Nac	aroD	S	b1693	b1691
tf-gene	Nac	aroE	S	b3281	b3283
tf-gene	Nac	aroF	S	b2601	b2601
tf-gene	Nac	asnA	S	b3744	b3744
tf-gene	Nac	asnT	S	b1977	b1977
tf-gene	Nac	asnV	S	b1989	b1989
tf-gene	Nac	bfd	S	b3337	b3337
tf-gene	Nac	bfr	S	b3336	b3337
tf-gene	Nac	bglB	S	b3721	b3723
tf-gene	Nac	bglH	S	b3720	b3720
tf-gene	Nac	bglX	S	b2132	b2132
tf-gene	Nac	bidA	S	b1593	b1594
tf-gene	Nac	bisC	S	b3551	b3551
tf-gene	Nac	blc	S	b4149	b4149
tf-gene	Nac	borD	S	b0557	b0557
tf-gene	Nac	bssS	S	b1060	b1060
tf-gene	Nac	caiF	S	b0034	b0034
tf-gene	Nac	cbrB	S	b3716	b3716
tf-gene	Nac	cbrC	S	b3717	b3716
tf-gene	Nac	ccmA	S	b2201	b2208
tf-gene	Nac	ccmB	S	b2200	b2208
tf-gene	Nac	ccmH	S	b2194	b2208
tf-gene	Nac	cdaR	S	b0162	b0162
tf-gene	Nac	cfa	S	b1661	b1661
tf-gene	Nac	cheA	S	b1888	b4828
tf-gene	Nac	cho	S	b1741	b1741
tf-gene	Nac	chpS	S	b4224	b4224
tf-gene	Nac	cmtA	S	b2933	b2934
tf-gene	Nac	cmtB	S	b2934	b2934
tf-gene	Nac	cobT	S	b1991	b1993
tf-gene	Nac	cobU	S	b1993	b1993
tf-gene	Nac	cpdB	S	b4213	b4213
tf-gene	Nac	csiE	S	b2535	b2535
tf-gene	Nac	cycA	S	b4208	b4208
tf-gene	Nac	cydA	S	b0733	b0733
tf-gene	Nac	cynR	S	b0338	b0338
tf-gene	Nac	cynT	S	b0339	b0339
tf-gene	Nac	cysJ	S	b2764	b2764
tf-gene	Nac	cysS	S	b0526	b0526
tf-gene	Nac	dadA	S	b1189	b1189
tf-gene	Nac	dapB	S	b0031	b0031
tf-gene	Nac	dcm	S	b1961	b1961
tf-gene	Nac	dcyD	S	b1919	b1919
tf-gene	Nac	ddpC	S	b1485	b1488
tf-gene	Nac	dgcT	S	b1025	b1025
tf-gene	Nac	dhaK	S	b1200	b1200
tf-gene	Nac	dhaR	S	b1201	b1201
tf-gene	Nac	dinJ	S	b0226	b0226
tf-gene	Nac	dkgA	S	b3012	b3011
tf-gene	Nac	dnaA	S	b3702	b3702
tf-gene	Nac	dppA	S	b3544	b3544
tf-gene	Nac	dsbA	S	b3860	b3859
tf-gene	Nac	dsbG	S	b0604	b0604
tf-gene	Nac	ecnA	S	b4410	b4410
tf-gene	Nac	ecnB	S	b4411	b4410
tf-gene	Nac	elfG	S	b0941	b0939
tf-gene	Nac	emrK	S	b2368	b2368
tf-gene	Nac	eutS	S	b2462	b2462
tf-gene	Nac	evgA	S	b2369	b4781
tf-gene	Nac	exuT	S	b3093	b3093
tf-gene	Nac	fdoG	S	b3894	b3894
tf-gene	Nac	feaB	S	b1385	b1385
tf-gene	Nac	feaR	S	b1384	b1384
tf-gene	Nac	fepE	S	b0587	b0585
tf-gene	Nac	fhuF	S	b4367	b4367
tf-gene	Nac	fliC	S	b1923	b1923
tf-gene	Nac	fliD	S	b1924	b1924
tf-gene	Nac	ftnB	S	b1902	b1902
tf-gene	Nac	fucA	S	b2800	b2800
tf-gene	Nac	gadE	S	b3512	b3512
tf-gene	Nac	gadX	S	b3516	b3517
tf-gene	Nac	gatA	S	b2094	b2096
tf-gene	Nac	gcvT	S	b2905	b2905
tf-gene	Nac	glaH	S	b2659	b2659
tf-gene	Nac	glcA	S	b2975	b2979
tf-gene	Nac	glpK	S	b3926	b3927
tf-gene	Nac	gltA	S	b0720	b0720
tf-gene	Nac	gltF	S	b3214	b3212
tf-gene	Nac	glxK	S	b0514	b0507
tf-gene	Nac	gmk	S	b3648	b3648
tf-gene	Nac	gor	S	b3500	b3500
tf-gene	Nac	groS	S	b4142	b4142
tf-gene	Nac	gspG	S	b3328	b3324
tf-gene	Nac	gspH	S	b3329	b3324
tf-gene	Nac	gspM	S	b3334	b3324
tf-gene	Nac	gspO	S	b3335	b3324
tf-gene	Nac	gudX	S	b2788	b2789
tf-gene	Nac	hcaE	S	b2538	b2538
tf-gene	Nac	hcaR	S	b2537	b2537
tf-gene	Nac	hchA	S	b1967	b1967
tf-gene	Nac	hemB	S	b0369	b0369
tf-gene	Nac	hemH	S	b0475	b0475
tf-gene	Nac	hemN	S	b3867	b3867
tf-gene	Nac	hfq	S	b4172	b4167
tf-gene	Nac	hofC	S	b0106	b0108
tf-gene	Nac	holE	S	b1842	b1842
tf-gene	Nac	hprR	S	b1969	b1969
tf-gene	Nac	htpG	S	b0473	b0473
tf-gene	Nac	htpX	S	b1829	b1829
tf-gene	Nac	htrE	S	b0139	b0140
tf-gene	Nac	hupA	S	b4000	b4000
tf-gene	Nac	hxpB	S	b1727	b1727
tf-gene	Nac	iaaA	S	b0828	b0828
tf-gene	Nac	ibpA	S	b3687	b3687
tf-gene	Nac	icd	S	b1136	b1136
tf-gene	Nac	ileY	S	b2652	b2652
tf-gene	Nac	ilvL	S	b3766	b3766
tf-gene	Nac	ilvN	S	b3670	b3672
tf-gene	Nac	insK	S	b3558	b3558
tf-gene	Nac	intD	S	b0537	b0537
tf-gene	Nac	iraP	S	b0382	b0382
tf-gene	Nac	ispD	S	b2747	b2747
tf-gene	Nac	katG	S	b3942	b3942
tf-gene	Nac	kbaY	S	b3137	b3136
tf-gene	Nac	kbl	S	b3617	b3617
tf-gene	Nac	kdsA	S	b1215	b1213
tf-gene	Nac	lapC	S	b2188	b2187
tf-gene	Nac	lepA	S	b2569	b2569
tf-gene	Nac	lepB	S	b2568	b2569
tf-gene	Nac	leuL	S	b0075	b0075
tf-gene	Nac	leuO	S	b0076	b0076
tf-gene	Nac	leuU	S	b3174	b3175
tf-gene	Nac	livH	S	b3457	b3458
tf-gene	Nac	livK	S	b3458	b3458
tf-gene	Nac	livM	S	b3456	b3458
tf-gene	Nac	lpxH	S	b0524	b0525
tf-gene	Nac	lrp	S	b0889	b0889
tf-gene	Nac	lysA	S	b2838	b2838
tf-gene	Nac	lysP	S	b2156	b2156
tf-gene	Nac	lysR	S	b2839	b2839
tf-gene	Nac	lysU	S	b4129	b4129
tf-gene	Nac	macA	S	b0878	b0878
tf-gene	Nac	malI	S	b1620	b1620
tf-gene	Nac	malY	S	b1622	b1621
tf-gene	Nac	map	S	b0168	b0168
tf-gene	Nac	marR	S	b1530	b1530
tf-gene	Nac	mcbA	S	b0806	b0806
tf-gene	Nac	mcrB	S	b4346	b4346
tf-gene	Nac	mdtE	S	b3513	b3512
tf-gene	Nac	metE	S	b3829	b3829
tf-gene	Nac	metR	S	b3828	b3828
tf-gene	Nac	metY	S	b3171	b3171
tf-gene	Nac	mglA	S	b2149	b2150
tf-gene	Nac	mglB	S	b2150	b2150
tf-gene	Nac	mgtS	S	b4599	b4599
tf-gene	Nac	micC	S	b4427	b4427
tf-gene	Nac	mntH	S	b2392	b2392
tf-gene	Nac	mobA	S	b3857	b3857
tf-gene	Nac	moeA	S	b0827	b0827
tf-gene	Nac	mreC	S	b3250	b3251
tf-gene	Nac	mscL	S	b3291	b3291
tf-gene	Nac	msrA	S	b4219	b4219
tf-gene	Nac	nadC	S	b0109	b0109
tf-gene	Nac	nadD	S	b0639	b0642
tf-gene	Nac	nanA	S	b3225	b3225
tf-gene	Nac	nanK	S	b3222	b3225
tf-gene	Nac	napB	S	b2203	b2208
tf-gene	Nac	napC	S	b2202	b2208
tf-gene	Nac	narK	S	b1223	b1223
tf-gene	Nac	narX	S	b1222	b1222
tf-gene	Nac	nfrB	S	b0569	b0569
tf-gene	Nac	nlpE	S	b0192	b0190
tf-gene	Nac	nrdG	S	b4237	b4238
tf-gene	Nac	nrfF	S	b4075	b4070
tf-gene	Nac	nrfG	S	b4076	b4070
tf-gene	Nac	nudC	S	b3996	b3996
tf-gene	Nac	nupC	S	b2393	b2393
tf-gene	Nac	nusA	S	b3169	b3171
tf-gene	Nac	nusB	S	b0416	b0413
tf-gene	Nac	ompA	S	b0957	b0957
tf-gene	Nac	ompF	S	b0929	b0929
tf-gene	Nac	ompN	S	b1377	b1378
tf-gene	Nac	ompR	S	b3405	b3405
tf-gene	Nac	ompT	S	b0565	b0566
tf-gene	Nac	oppA	S	b1243	b1243
tf-gene	Nac	oppC	S	b1245	b1243
tf-gene	Nac	ortT	S	b1445	b1445
tf-gene	Nac	osmB	S	b1283	b1283
tf-gene	Nac	osmY	S	b4376	b4376
tf-gene	Nac	pabC	S	b1096	b1096
tf-gene	Nac	pdeC	S	b4061	b4061
tf-gene	Nac	pdeF	S	b2503	b2503
tf-gene	Nac	pdeL	S	b0315	b0315
tf-gene	Nac	pdxK	S	b2418	b2418
tf-gene	Nac	pfkB	S	b1723	b1723
tf-gene	Nac	pgaA	S	b1024	b1024
tf-gene	Nac	phoB	S	b0399	b0399
tf-gene	Nac	phoH	S	b1020	b1020
tf-gene	Nac	pitB	S	b2987	b2987
tf-gene	Nac	pldA	S	b3821	b3821
tf-gene	Nac	pntA	S	b1603	b1603
tf-gene	Nac	polA	S	b3863	b3863
tf-gene	Nac	ppc	S	b3956	b3956
tf-gene	Nac	ppdC	S	b2823	b2826
tf-gene	Nac	ppiB	S	b0525	b0525
tf-gene	Nac	prmB	S	b2330	b2330
tf-gene	Nac	pstC	S	b3727	b3728
tf-gene	Nac	pstS	S	b3728	b3728
tf-gene	Nac	ptrA	S	b2821	b2821
tf-gene	Nac	pyrB	S	b4245	b4246
tf-gene	Nac	pyrL	S	b4246	b4246
tf-gene	Nac	queF	S	b2794	b2794
tf-gene	Nac	rcsA	S	b1951	b1951
tf-gene	Nac	rep	S	b3778	b3778
tf-gene	Nac	rfbB	S	b2041	b2041
tf-gene	Nac	rfbC	S	b2038	b2041
tf-gene	Nac	rflP	S	b1707	b1707
tf-gene	Nac	rimP	S	b3170	b3171
tf-gene	Nac	rluE	S	b1135	b1135
tf-gene	Nac	rnlB	S	b2631	b2630
tf-gene	Nac	rplU	S	b3186	b3186
tf-gene	Nac	rpmH	S	b3703	b3703
tf-gene	Nac	rpoZ	S	b3649	b3649
tf-gene	Nac	rsd	S	b3995	b3995
tf-gene	Nac	rutB	S	b1011	b1012
tf-gene	Nac	sbcD	S	b0398	b0398
tf-gene	Nac	scpB	S	b2919	b2917
tf-gene	Nac	sdaA	S	b1814	b1814
tf-gene	Nac	sdhC	S	b0721	b0721
tf-gene	Nac	secG	S	b3175	b3175
tf-gene	Nac	selC	S	b3658	b3658
tf-gene	Nac	shiA	S	b1981	b1981
tf-gene	Nac	shoB	S	b4687	b4687
tf-gene	Nac	sibA	S	b4436	b4436
tf-gene	Nac	sibE	S	b4611	b4611
tf-gene	Nac	spf	S	b3864	b3864
tf-gene	Nac	srlR	S	b2707	b2702
tf-gene	Nac	ssuE	S	b0937	b0937
tf-gene	Nac	stfR	S	b1372	b1368
tf-gene	Nac	sucA	S	b0726	b0721
tf-gene	Nac	tauA	S	b0365	b0365
tf-gene	Nac	tdcA	S	b3118	b3118
tf-gene	Nac	tfaQ	S	b1546	b1548
tf-gene	Nac	tfaR	S	b1373	b1368
tf-gene	Nac	tff	S	b4414	b4414
tf-gene	Nac	thiL	S	b0417	b0413
tf-gene	Nac	thrS	S	b1719	b1719
tf-gene	Nac	tnaA	S	b3708	b3707
tf-gene	Nac	tnaB	S	b3709	b3707
tf-gene	Nac	tnaC	S	b3707	b3707
tf-gene	Nac	tolB	S	b0740	b0740
tf-gene	Nac	tomB	S	b0461	b0461
tf-gene	Nac	torA	S	b0997	b0996
tf-gene	Nac	trxB	S	b0888	b0888
tf-gene	Nac	ubiA	S	b4040	b4039
tf-gene	Nac	ubiT	S	b3157	b3157
tf-gene	Nac	ubiU	S	b3158	b3158
tf-gene	Nac	uhpA	S	b3669	b3672
tf-gene	Nac	uspA	S	b3495	b3495
tf-gene	Nac	uspG	S	b0607	b0607
tf-gene	Nac	uvrY	S	b1914	b1914
tf-gene	Nac	uxaC	S	b3092	b3092
tf-gene	Nac	waaF	S	b3620	b3619
tf-gene	Nac	waaG	S	b3631	b4760
tf-gene	Nac	wcaE	S	b2055	b2057
tf-gene	Nac	wcaF	S	b2054	b2057
tf-gene	Nac	wrbA	S	b1004	b1004
tf-gene	Nac	wza	S	b2062	b2062
tf-gene	Nac	wzb	S	b2061	b2062
tf-gene	Nac	wzc	S	b2060	b2062
tf-gene	Nac	wzzE	S	b3785	b3784
tf-gene	Nac	xapR	S	b2405	b2405
tf-gene	Nac	xdhA	S	b2866	b2866
tf-gene	Nac	yadC	S	b0135	b0138
tf-gene	Nac	yadM	S	b0138	b0138
tf-gene	Nac	yafD	S	b0209	b0209
tf-gene	Nac	yafN	S	b0232	b0231
tf-gene	Nac	yafO	S	b0233	b0231
tf-gene	Nac	yafQ	S	b0225	b0226
tf-gene	Nac	yafV	S	b0219	b0219
tf-gene	Nac	yaiZ	S	b0380	b0380
tf-gene	Nac	yajO	S	b0419	b0422
tf-gene	Nac	ybaL	S	b0478	b0478
tf-gene	Nac	ybbC	S	b0498	b0497
tf-gene	Nac	ybcV	S	b0558	b0558
tf-gene	Nac	ybeR	S	b0645	b0645
tf-gene	Nac	ybeU	S	b0648	b0648
tf-gene	Nac	ybfC	S	b0704	b0703
tf-gene	Nac	ybgC	S	b0736	b0736
tf-gene	Nac	ybgE	S	b0735	b4515
tf-gene	Nac	ybjP	S	b0865	b0865
tf-gene	Nac	ybjQ	S	b0866	b0866
tf-gene	Nac	ybjX	S	b0877	b0877
tf-gene	Nac	ycaK	S	b0901	b0901
tf-gene	Nac	ycaN	S	b0900	b0900
tf-gene	Nac	ycgB	S	b1188	b1188
tf-gene	Nac	ychA	S	b1214	b1213
tf-gene	Nac	yciZ	S	b4596	b4596
tf-gene	Nac	ydaT	S	b1358	b1357
tf-gene	Nac	ydaU	S	b1359	b1357
tf-gene	Nac	ydcI	S	b1422	b1422
tf-gene	Nac	ydcS	S	b1440	b1440
tf-gene	Nac	ydcY	S	b1446	b1446
tf-gene	Nac	ydcZ	S	b1447	b1448
tf-gene	Nac	ydeP	S	b1501	b1501
tf-gene	Nac	ydeQ	S	b1502	b1502
tf-gene	Nac	ydfK	S	b1544	b4748
tf-gene	Nac	ydfR	S	b1555	b1556
tf-gene	Nac	ydiB	S	b1692	b1691
tf-gene	Nac	ydiL	S	b1689	b1689
tf-gene	Nac	ydiM	S	b1690	b1690
tf-gene	Nac	ydiO	S	b1695	b1694
tf-gene	Nac	ydiP	S	b1696	b1696
tf-gene	Nac	yecD	S	b1867	b1867
tf-gene	Nac	yecE	S	b1868	b1867
tf-gene	Nac	yecF	S	b1915	b1915
tf-gene	Nac	yegH	S	b2063	b2063
tf-gene	Nac	yegL	S	b2073	b2073
tf-gene	Nac	yegR	S	b2085	b2085
tf-gene	Nac	yejB	S	b2178	b2177
tf-gene	Nac	yejG	S	b2181	b2181
tf-gene	Nac	yfaE	S	b2236	b2234
tf-gene	Nac	yfcO	S	b2332	b4661
tf-gene	Nac	yfcP	S	b2333	b4661
tf-gene	Nac	yfeK	S	b2419	b2419
tf-gene	Nac	yfeS	S	b2420	b2419
tf-gene	Nac	yfgG	S	b2504	b2504
tf-gene	Nac	yfgH	S	b2505	b2505
tf-gene	Nac	yfhL	S	b2562	b2562
tf-gene	Nac	yfiL	S	b2602	b2602
tf-gene	Nac	yfiR	S	b2603	b2603
tf-gene	Nac	ygaC	S	b2671	b2671
tf-gene	Nac	ygaM	S	b2672	b2672
tf-gene	Nac	ygaP	S	b2668	b2667
tf-gene	Nac	ygaV	S	b2667	b2667
tf-gene	Nac	ygaZ	S	b2682	b2682
tf-gene	Nac	ygcE	S	b2776	b2775
tf-gene	Nac	ygcO	S	b2767	b2766
tf-gene	Nac	ygcP	S	b2768	b2766
tf-gene	Nac	ygdB	S	b2824	b2826
tf-gene	Nac	yggP	S	b4465	b2934
tf-gene	Nac	yghS	S	b2985	b2985
tf-gene	Nac	ygiF	S	b3054	b3054
tf-gene	Nac	ygiL	S	b3043	b3043
tf-gene	Nac	ygiM	S	b3055	b3055
tf-gene	Nac	ygiZ	S	b3027	b3027
tf-gene	Nac	yhaB	S	b3120	b3120
tf-gene	Nac	yhcA	S	b3215	b3215
tf-gene	Nac	yhcD	S	b3216	b3215
tf-gene	Nac	yhfZ	S	b3383	b3383
tf-gene	Nac	yhhZ	S	b3442	b3442
